date,mv_gross_nav_no_trading_cost,mv_net_nav_no_trading_cost,mv_no_trading_cost,mv_constraints_gross_no_trading_cost,mv_constraints_net_no_trading_cost,mv__no_trading_cost,mi_constraints_gross_no_trading_cost,mi_constraints_net_no_trading_cost,mi_no_trading_cost,ew_gross_nav_no_trading_cost,ew_net_nav_no_trading_cost,ew_no_trading_cost,capm_constraints_gross_no_trading_cost,capm_constraints_net_no_trading_cost,capm_no_trading_cost,mv_gross_nav,mv_net_nav,mv,mv_constraints_gross,mv_constraints_net,mv_,mi_constraints_gross,mi_constraints_net,mi,ew_gross_nav,ew_net_nav,ew,capm_constraints_gross,capm_constraints_net,capm
3/14/2019,20464462,20131746,129986417,22415835,22162744,118898398.5,16328738,16063025,118270361.5,2956317,2628675,123546260,20481019,20085444,117726033.2,2287329,-718538,11656085.48,11965630,7341767,61461111.38,11233211,6788991,60669388.55,22648,-55639,1213483.906,5088520,-659253,31329981.32
3/15/2019,20604868,20272152,130411888.7,22474613,22221522,119212170.7,16377933,16112219,118579391.2,3070458,2742816,124141373.3,20580295,20184720,117973528.7,2302919,-702947,11704127.33,12003286,7379423,61616973.03,11275172,6830951,60849127.66,23706,-54581,1219792.591,5078865,-668909,31433583.44
3/16/2019,20604868,20272152,130411888.7,22474613,22221522,119212170.7,16377933,16112219,118579391.2,3070458,2742816,124141373.3,20580295,20184720,117973528.7,2302919,-702947,11704127.33,12003286,7379423,61616973.03,11275172,6830951,60849127.66,23706,-54581,1219792.591,5078865,-668909,31433583.44
3/17/2019,20604868,20272152,130411888.7,22474613,22221522,119212170.7,16377933,16112219,118579391.2,3070458,2742816,124141373.3,20580295,20184720,117973528.7,2302919,-702947,11704127.33,12003286,7379423,61616973.03,11275172,6830951,60849127.66,23706,-54581,1219792.591,5078865,-668909,31433583.44
3/18/2019,20457252,20124536,131290508.8,22413644,22160553,119842874.3,16324670,16058956,119350004.8,2908423,2580781,124974335.1,20520815,20125240,118648715.3,2286283,-719583,11802973.73,11999367,7375504,62012954.54,11245226,6801006,61258766.39,21984,-56303,1228455.036,5054983,-692790,31675182.27
3/19/2019,20408429,20075713,130783435,22310188,22057097,119313258.3,16282523,16016809,118641121.5,3277256,2949614,124448837.3,20424786,20029210,118117977.5,2280892,-724974,11745837.59,11962467,7338604,61696489.05,11168231,6724011,60913797.49,25890,-52397,1222922.808,4992298,-755475,31452831.9
3/20/2019,20539912,20207196,130032455.6,22113401,21860310,118348230.7,16200044,15934330,117700384.4,3270259,2942617,123638745.3,20337021,19941446,117205281.4,2295708,-710158,11661396.63,11912608,7288745,61159450.57,11064766,6620546,60435192.53,25803,-52484,1214502.129,4834989,-912784,31164813
3/21/2019,20808725,20476009,131191226.2,22500065,22246973,119877212.4,16431787,16166073,118786268.9,3674087,3346445,124789545.5,20613169,20217594,118766639.5,2325797,-680069,11791725.45,12121860,7497998,62009492.37,11322399,6878179,61243114.6,29929,-48358,1226476.485,4902359,-845414,31510978.55
3/22/2019,21062818,20730103,127410617,22517236,22264145,116711617,16484685,16218971,115295138.8,3425266,3097624,120878421.5,20586546,20190970,115648790.5,2354672,-651194,11366366.71,12089147,7465285,60155749.82,11359276,6915056,59413029.85,27457,-50830,1185685.69,4702531,-1045242,30432038.35
3/23/2019,21062818,20730103,127410617,22517236,22264145,116711617,16484685,16218971,115295138.8,3425266,3097624,120878421.5,20586546,20190970,115648790.5,2354672,-651194,11366366.71,12089147,7465285,60155749.82,11359276,6915056,59413029.85,27457,-50830,1185685.69,4702531,-1045242,30432038.35
3/24/2019,21062818,20730103,127410617,22517236,22264145,116711617,16484685,16218971,115295138.8,3425266,3097624,120878421.5,20586546,20190970,115648790.5,2354672,-651194,11366366.71,12089147,7465285,60155749.82,11359276,6915056,59413029.85,27457,-50830,1185685.69,4702531,-1045242,30432038.35
3/25/2019,21202130,20869414,127739489,22674997,22421906,116912111.3,16655773,16390059,115749235.1,3766006,3438364,121269241.6,20722753,20327178,115854441.7,2370217,-635649,11403403.93,12182377,7558514,60307952,11459498,7015277,59608272.72,30910,-47377,1189747.829,4712740,-1035034,30563128.51
3/26/2019,21480692,21147976,129033268.6,22731292,22478200,118056421.8,16727939,16462225,116922803.6,3608522,3280879,122310097.5,20851538,20455963,116943225.8,2401360,-604506,11549023.75,12207857,7583994,60948733,11518226,7074006,60234988.63,29172,-49115,1200647.118,4852349,-895424,30919397.31
3/27/2019,21721933,21389217,128671323.3,22874586,22621495,117936040.9,16873052,16607339,116866602.9,3590566,3262924,121797146.4,20925747,20530172,116854424.8,2428538,-577328,11508270.15,12273237,7649374,60889218.31,11624796,7180576,60154290.5,29004,-49283,1195267.638,4852916,-894858,30923855.3
3/28/2019,21643876,21311160,129596040.2,22871853,22618762,118777931,16796480,16530767,117716285.4,3364450,3036807,122843689.5,20957654,20562078,117751017.4,2419753,-586114,11612253,12258375,7634512,61413923.28,11611179,7166958,60649180.86,26687,-51600,1206178.54,4853049,-894725,31197374.04
3/29/2019,26598929.24,26265953.59,129639263.1,26189680.75,25941374.09,119128653.2,22190225.65,21925260.66,117792790.5,69756.789,-269956.5801,122857016.1,74697264.17,74338123.37,117736547.4,2368308.399,845633.6948,10119336.82,12682140.31,8494870.133,57516437.48,13421525.56,8855052.503,56351520.63,-4698.863,-59493.93297,1151746.429,3507989.723,2258525.176,30025760.39
3/30/2019,26598929.24,26265953.59,129639263.1,26189680.75,25941374.09,119128653.2,22190225.65,21925260.66,117792790.5,69756.789,-269956.5801,122857016.1,74697264.17,74338123.37,117736547.4,2368308.399,845633.6948,10119336.82,12682140.31,8494870.133,57516437.48,13421525.56,8855052.503,56351520.63,-4698.863,-59493.93297,1151746.429,3507989.723,2258525.176,30025760.39
3/31/2019,26598929.24,26265953.59,129639263.1,26189680.75,25941374.09,119128653.2,22190225.65,21925260.66,117792790.5,69756.789,-269956.5801,122857016.1,74697264.17,74338123.37,117736547.4,2368308.399,845633.6948,10119336.82,12682140.31,8494870.133,57516437.48,13421525.56,8855052.503,56351520.63,-4698.863,-59493.93297,1151746.429,3507989.723,2258525.176,30025760.39
4/1/2019,26630417,26297441,131095924.1,26190249,25941943,120639220.3,22194269,21929304,119186649.8,187164,-152549,124128067.5,74833398,74474258,118605564.7,2370957,848282,10249832.91,12680005,8492735,58317563.82,13454349,8887876,57118446.42,-3614,-58409,1164173.45,3642559,2393094,30413187.12
4/2/2019,26750662,26417687,130885823.1,26101620,25853313,120255055,22286201,22021236,118815191.1,846266,506552,123914521.9,74261855,73902714,118288600.2,2381734,859059,10231003.22,12627000,8439730,58086843.54,13418558,8852085,56903097.42,2857,-51938,1162061.249,3622372,2372908,30322253.63
4/3/2019,26566775,26233799,130908441,26121382,25873075,120595311.8,22303668,22038703,118966379.8,1611812,1272098,123750831.4,73996887,73637746,118491023.3,2365285,842610,10233091.32,12617043,8429773,58287777.84,13455661,8889188,57091158.97,10411,-44384,1160470.92,3652683,2403219,30403863.04
4/4/2019,26602718,26269742,131901606.4,26142252,25893946,121336785,22250438,21985473,119725522,866064,526351,124872281.3,74203682,73844542,119131157.4,2368394,845719,10322006.68,12609608,8422337,58672764.25,13456341,8889868,57500987.57,3042,-51753,1171472.528,3686503,2437039,30613212.16
4/5/2019,26331589,25998614,133367360.4,26168878,25920571,122494604.2,22160012,21895047,120921524.8,419032,79319,126411626.7,74536335,74177194,120327386.5,2344015,821340,10453340.82,12635406,8448135,59286183,13449561,8883088,58120846.23,-1374,-56169,1186582.724,3712897,2463433,30908877.16
4/6/2019,26331589,25998614,133367360.4,26168878,25920571,122494604.2,22160012,21895047,120921524.8,419032,79319,126411626.7,74536335,74177194,120327386.5,2344015,821340,10453340.82,12635406,8448135,59286183,13449561,8883088,58120846.23,-1374,-56169,1186582.724,3712897,2463433,30908877.16
4/7/2019,26331589,25998614,133367360.4,26168878,25920571,122494604.2,22160012,21895047,120921524.8,419032,79319,126411626.7,74536335,74177194,120327386.5,2344015,821340,10453340.82,12635406,8448135,59286183,13449561,8883088,58120846.23,-1374,-56169,1186582.724,3712897,2463433,30908877.16
4/8/2019,26597453,26264477,133148451.3,26201132,25952825,122501629.9,22336165,22071200,120835978.4,621728,282015,126264057.2,74464388,74105247,120267182,2367834,845159,10433729.31,12676536,8489266,59271936.32,13525825,8959352,58058661.43,618,-54177,1185131.382,3709082,2459618,30882232.32
4/9/2019,26570319,26237344,131524288,26236017,25987710,121248315,22354912,22089947,119510487.7,728127,388414,124725378,74190203,73831062,119329931.7,2365514,842839,10288199.78,12675205,8487935,58574820.78,13509546,8943073,57370635.46,1701,-53094,1170032.076,3629259,2379794,30535151.32
4/10/2019,26498471,26165495,132869730.4,26250529,26002223,122305516.2,22295563,22030598,120588269.7,665684,325970,125974257.1,74349712,73990571,120227963.2,2358987,836312,10408778.34,12663099,8475829,59126838.32,13502247,8935774,57965275.42,1063,-53732,1182305.207,3687440,2437975,30818244.67
4/11/2019,26711852,26378876,132901458.7,26347475,26099169,122282636.9,22424875,22159910,120604872.9,1089426,749712,125672758.6,74364109,74004968,119934794.6,2378035,855360,10411556.99,12674290,8487020,59129886.01,13566710,9000237,57927748.59,5188,-49607,1179294.799,3696659,2447195,30842262.02
4/12/2019,26960372,26627396,133165125.7,26490291,26241985,123003807.5,22570365,22305400,121093615.8,1172385,832672,125953666.4,74374539,74015398,120446390.2,2400271,877596,10435176.46,12725695,8538425,59446505.78,13657706,9091233,58207668.34,6002,-48793,1182058.471,3770709,2521244,30996396.5
4/13/2019,26960372,26627396,133165125.7,26490291,26241985,123003807.5,22570365,22305400,121093615.8,1172385,832672,125953666.4,74374539,74015398,120446390.2,2400271,877596,10435176.46,12725695,8538425,59446505.78,13657706,9091233,58207668.34,6002,-48793,1182058.471,3770709,2521244,30996396.5
4/14/2019,26960372,26627396,133165125.7,26490291,26241985,123003807.5,22570365,22305400,121093615.8,1172385,832672,125953666.4,74374539,74015398,120446390.2,2400271,877596,10435176.46,12725695,8538425,59446505.78,13657706,9091233,58207668.34,6002,-48793,1182058.471,3770709,2521244,30996396.5
4/15/2019,27226117,26893141,132843460.8,26749407,26501100,122656789.6,22743202,22478237,120722683.5,1720599,1380885,125399468.9,74362990,74003849,120263416,2424085,901410,10406336.15,12851039,8663769,59274455.56,13780235,9213762,58019713.96,11387,-43408,1176601.137,3741836,2492371,30891937.67
4/16/2019,27078954,26745978,133188783,26501954,26253648,122904293.9,22493868,22228903,121048602,1432259,1092545,126072395.7,74059851,73700711,120477096.3,2410882,888207,10437267.39,12690335,8503064,59410980.83,13672565,9106092,58160640.36,8536,-46260,1183209.472,3777933,2528468,30990079.2
4/17/2019,27230114,26897138,132293021.7,26448538,26200231,122113875.1,22466821,22201856,120360891.5,1468854,1129141,125086386.5,73672111,73312970,119777903.7,2424490,901815,10356956.29,12607992,8420722,59013764.34,13684379,9117906,57741164.08,8904,-45891,1173512.222,3750150,2500686,30837044.31
4/18/2019,27533548,27200573,132312900.3,26412240,26163934,122190757.8,22720944,22455979,120477390.8,1984659,1644946,124875458.7,73739072,73379931,119703621.4,2451643,928968,10358709.89,12624973,8437703,59079673.17,13734172,9167699,57764508.33,13960,-40835,1171418.603,3736357,2486893,30849185.94
4/19/2019,27533548,27200573,132312900.3,26412240,26163934,122190757.8,22720944,22455979,120477390.8,1984659,1644946,124875458.7,73739072,73379931,119703621.4,2451643,928968,10358709.89,12624973,8437703,59079673.17,13734172,9167699,57764508.33,13960,-40835,1171418.603,3736357,2486893,30849185.94
4/20/2019,27533548,27200573,132312900.3,26412240,26163934,122190757.8,22720944,22455979,120477390.8,1984659,1644946,124875458.7,73739072,73379931,119703621.4,2451643,928968,10358709.89,12624973,8437703,59079673.17,13734172,9167699,57764508.33,13960,-40835,1171418.603,3736357,2486893,30849185.94
4/21/2019,27533548,27200573,132312900.3,26412240,26163934,122190757.8,22720944,22455979,120477390.8,1984659,1644946,124875458.7,73739072,73379931,119703621.4,2451643,928968,10358709.89,12624973,8437703,59079673.17,13734172,9167699,57764508.33,13960,-40835,1171418.603,3736357,2486893,30849185.94
4/22/2019,27272567,26939592,131911107.2,26189211,25940904,121811172,22496914,22231949,120062837.4,1397251,1057537,125087584,73595139,73235999,119449164.5,2428274,905599,10322698.91,12546503,8359233,58879250.72,13574532,9008059,57564416.56,8201,-46594,1173511.91,3632380,2382916,30698973.11
4/23/2019,27591038,27258063,133578741.6,26578758,26330451,123260504.5,22767784,22502819,121495577.4,1457636,1117923,127038382.5,74176114,73816973,120533645.1,2456604,933929,10472071.86,12733191,8545921,59641814.24,13784428,9217955,58364554.15,8684,-46111,1192598.295,3689282,2439818,31075436.4
4/24/2019,27847237,27514261,133490331.1,26951576,26703270,123412465.6,23057983,22793018,121483218.3,2115475,1775762,126891689.5,74424997,74065857,120681930.6,2479575,956900,10464127.09,12887752,8700481,59726108.32,13893893,9327420,58413609.88,15151,-39644,1191158.083,3710106,2460642,31100052.87
4/25/2019,27866909,27533933,132309777.5,27146556,26898250,122058490.3,23092337,22827372,120257407.9,2399997,2060284,125665768.9,75100372,74741232,119704306.4,2481480,958806,10358368.05,13022573,8835303,59016363.61,14012294,9445821,57730421.07,17970,-36825,1179125.407,3613036,2363571,30791088.77
4/26/2019,28140893,27807917,133297729.5,27448391,27200084,122896632.7,23380375,23115410,121134867.3,2647785,2308072,126505334,75368408,75009267,120488302.3,2505937,983263,10446869.39,13169382,8982112,59477400.98,14191836,9625363,58219721.76,20385,-34410,1187358.544,3667016,2417552,31041863.96
4/27/2019,28140893,27807917,133297729.5,27448391,27200084,122896632.7,23380375,23115410,121134867.3,2647785,2308072,126505334,75368408,75009267,120488302.3,2505937,983263,10446869.39,13169382,8982112,59477400.98,14191836,9625363,58219721.76,20385,-34410,1187358.544,3667016,2417552,31041863.96
4/28/2019,28140893,27807917,133297729.5,27448391,27200084,122896632.7,23380375,23115410,121134867.3,2647785,2308072,126505334,75368408,75009267,120488302.3,2505937,983263,10446869.39,13169382,8982112,59477400.98,14191836,9625363,58219721.76,20385,-34410,1187358.544,3667016,2417552,31041863.96
4/29/2019,28329141,27996166,133670082.1,27543997,27295690,122946021.7,23523270,23258305,121397265,2879726,2540013,126697347.3,75339311,74980170,120416095.9,2522842,1000167,10480262.85,13218511,9031241,59515585.39,14234378,9667905,58307124.07,22687,-32108,1189270.883,3650232,2400767,31126339
4/30/2019,28857834,28524858,133128746.1,28041768,27793462,122828313.4,23958227,23693262,120926232.8,4216793,3877079,125464898.9,75791338,75432197,120746722.5,2570229,1047554,10431714.08,13482297,9295027,59422455.66,14479142,9912669,58161536.87,35838,-18958,1177162.256,3676489,2427025,31032292.85
5/1/2019,28769487,28436511,131984545.1,27629232,27380925,121615937.8,23775872,23510907,119842446.6,4541333,4201620,124142045,75149618,74790478,119572263.9,2562460,1039785,10329197.97,13299275,9112005,58819621.59,14238991,9672518,57693928.9,39049,-15746,1164200.333,3656831,2407367,30728979.53
5/2/2019,29115421,28782445,132072360.9,27660444,27412138,121791464.8,23779637,23514672,119947595.2,5048208,4708494,124243244.2,75270090,74910949,119928295.6,2593462,1070787,10337037.64,13298949,9111679,58945484.61,14278429,9711956,57783961.49,44048,-10747,1165215.238,3713006,2463541,30785807.85
5/3/2019,29342658,29009682,134132798.5,27720038,27471732,123349160,24073906,23808941,121880271.4,5237161,4897448,126815707.3,75947495,75588355,121623067.7,2613624,1090950,10521632.87,13423840,9236570,59831212.95,14417756,9851283,58658701.49,45824,-8971,1190425.001,3811772,2562307,31308203.72
5/4/2019,29342658,29009682,134132798.5,27720038,27471732,123349160,24073906,23808941,121880271.4,5237161,4897448,126815707.3,75947495,75588355,121623067.7,2613624,1090950,10521632.87,13423840,9236570,59831212.95,14417756,9851283,58658701.49,45824,-8971,1190425.001,3811772,2562307,31308203.72
5/5/2019,29342658,29009682,134132798.5,27720038,27471732,123349160,24073906,23808941,121880271.4,5237161,4897448,126815707.3,75947495,75588355,121623067.7,2613624,1090950,10521632.87,13423840,9236570,59831212.95,14417756,9851283,58658701.49,45824,-8971,1190425.001,3811772,2562307,31308203.72
5/6/2019,29427461,29094486,134016861.7,27842319,27594013,123058288.8,24146729,23881764,121722293.8,5264322,4924609,127041083.3,76028872,75669731,121752634.1,2621234,1098560,10511209.02,13505387,9318117,59707970.15,14475612,9909139,58606179.85,46082,-8713,1192618.539,3789418,2539954,31230323.09
5/7/2019,29178334,28845359,131825851.8,27979019,27730712,120907182.1,24190813,23925848,119666691.9,5423805,5084092,124205290.3,75128452,74769311,119707215.5,2599158,1076483,10314930.39,13577681,9390411,58575142.88,14554890,9988417,57528017.64,47751,-7044,1164824.015,3670378,2420913,30691273.4
5/8/2019,29168064,28835088,131497277.5,28010252,27761945,120595560,24219480,23954515,119410710.2,5247468,4907755,123611213.1,75076194,74717054,119330595.4,2598306,1075631,10285489.37,13586520,9399250,58397331.12,14520429,9953956,57386317.18,46055,-8740,1159010.658,3617632,2368168,30609221.91
5/9/2019,28782772,28449796,131355925.2,27995588,27747281,120286178.8,24040885,23775920,119213206.8,4368543,4028830,123333943.7,75400908,75041767,119195548.9,2563812,1041137,10272806.38,13597813,9410542,58296068.73,14503366,9936893,57339979.56,37460,-17335,1156314.408,3542746,2293281,30565635.69
5/10/2019,29291807,28958831,131617989,28437668,28189361,120493034.1,24544954,24279989,119534026.4,5194848,4855135,123525985,75878839,75519698,119598449.2,2609332,1086657,10296261.72,13805464,9618193,58419429.56,14746419,10179946,57453139.22,45535,-9260,1158156.857,3566891,2317427,30662903.47
5/11/2019,29291807,28958831,131617989,28437668,28189361,120493034.1,24544954,24279989,119534026.4,5194848,4855135,123525985,75878839,75519698,119598449.2,2609332,1086657,10296261.72,13805464,9618193,58419429.56,14746419,10179946,57453139.22,45535,-9260,1158156.857,3566891,2317427,30662903.47
5/12/2019,29291807,28958831,131617989,28437668,28189361,120493034.1,24544954,24279989,119534026.4,5194848,4855135,123525985,75878839,75519698,119598449.2,2609332,1086657,10296261.72,13805464,9618193,58419429.56,14746419,10179946,57453139.22,45535,-9260,1158156.857,3566891,2317427,30662903.47
5/13/2019,29281217,28948242,127972854.3,28406250,28157944,116833808.4,24581407,24316442,116195262.5,5706023,5366310,119521866.1,75154527,74795386,116984319.1,2608753,1086079,9969662.952,13805283,9618013,56540025.59,14753410,10186937,55602113.81,50693,-4102,1118905.574,3403173,2153709,29796455.1
5/14/2019,29543608,29210632,129637540.7,28424626,28176320,118004341.6,24680619,24415654,117423850,5357476,5017763,121279769,75422172,75063031,117755901.9,2632161,1109486,10118827.44,13817898,9630628,57128666.78,14761808,10195335,56244827.42,47233,-7562,1136159.979,3434647,2185182,30098959.66
5/15/2019,29459495,29126519,130036037.7,28447927,28199620,118409684.9,24694094,24429129,117801251.1,5417055,5077342,121934824.6,75443055,75083914,118097833.4,2624497,1101823,10154444.68,13824497,9637227,57321526.55,14755913,10189440,56451134.26,47735,-7060,1142523.276,3418230,2168765,30170612.42
5/16/2019,29857900,29524924,130402874.7,28915410,28667104,119097005.4,25089575,24824610,118221419.8,5845207,5505493,122166984.8,75773130,75413989,118391442.4,2660084,1137409,10187295.78,14051310,9864040,57639891.4,15034031,10467558,56763812.97,51900,-2895,1144753.38,3476046,2226581,30301681.72
5/17/2019,30031873,29698898,128751342,29046084,28797778,117632828.3,25237310,24972345,116769798.2,6232395,5892682,120098603.7,75571832,75212691,117249018.1,2675842,1153167,10039335.83,14109859,9922589,56873671.33,15156815,10590342,55956779.68,55795,1000,1124463.355,3426957,2177492,29935202.91
5/18/2019,30031873,29698898,128751342,29046084,28797778,117632828.3,25237310,24972345,116769798.2,6232395,5892682,120098603.7,75571832,75212691,117249018.1,2675842,1153167,10039335.83,14109859,9922589,56873671.33,15156815,10590342,55956779.68,55795,1000,1124463.355,3426957,2177492,29935202.91
5/19/2019,30031873,29698898,128751342,29046084,28797778,117632828.3,25237310,24972345,116769798.2,6232395,5892682,120098603.7,75571832,75212691,117249018.1,2675842,1153167,10039335.83,14109859,9922589,56873671.33,15156815,10590342,55956779.68,55795,1000,1124463.355,3426957,2177492,29935202.91
5/20/2019,30260662,29927687,128299147.7,29004057,28755750,116848673.3,25391500,25126535,116196746.4,6503877,6164164,119191729.7,75258146,74899006,116386983.5,2696398,1173723,9998782.788,14114295,9927025,56500074.8,15183726,10617253,55613362.18,58458,3663,1115531.698,3432016,2182551,29803363.27
5/21/2019,31264823,30931848,129272689.4,29287615,29039309,118432375.7,25831672,25566707,117411319.6,7335272,6995559,120626019.5,75856588,75497447,117753264.3,2786155,1263480,10085899.18,14388136,10200865,57302483.9,15480731,10914258,56356412.37,66524,11729,1129549.777,3470923,2221459,30136808.96
5/22/2019,31448870,31115894,128195542.5,29409869,29161562,117522253.8,26048288,25783323,116454884.9,8115007,7775294,119168450.6,75651046,75291905,116640880.8,2802726,1280052,9989385.566,14440809,10253539,56802270.51,15559475,10993002,55885625.14,74216,19421,1115236.705,3410333,2160869,29885287.2
5/23/2019,31810782,31477807,126074543.6,29467590,29219283,115531604.3,26290384,26025419,114473793.7,8939858,8600145,116536258.8,75218177,74859036,114914166.1,2835439,1312765,9799396.459,14464198,10276928,55755295.78,15632812,11066339,54854884.44,82463,27668,1089467.005,3297275,2047811,29339075
5/24/2019,31909546,31576570,126645271.2,29491005,29242699,116006531,26365838,26100873,115022445.9,9265642,8925929,117036477.2,75287794,74928654,115203565.6,2844269,1321594,9850561.733,14483481,10296211,56013264.77,15659365,11092892,55137403.6,85648,30853,1094374.716,3341382,2091918,29500132.04
5/25/2019,31909546,31576570,126645271.2,29491005,29242699,116006531,26365838,26100873,115022445.9,9265642,8925929,117036477.2,75287794,74928654,115203565.6,2844269,1321594,9850561.733,14483481,10296211,56013264.77,15659365,11092892,55137403.6,85648,30853,1094374.716,3341382,2091918,29500132.04
5/26/2019,31909546,31576570,126645271.2,29491005,29242699,116006531,26365838,26100873,115022445.9,9265642,8925929,117036477.2,75287794,74928654,115203565.6,2844269,1321594,9850561.733,14483481,10296211,56013264.77,15659365,11092892,55137403.6,85648,30853,1094374.716,3341382,2091918,29500132.04
5/27/2019,31909546,31576570,126645271.2,29491005,29242699,116006531,26365838,26100873,115022445.9,9265642,8925929,117036477.2,75287794,74928654,115203565.6,2844269,1321594,9850561.733,14483481,10296211,56013264.77,15659365,11092892,55137403.6,85648,30853,1094374.716,3341382,2091918,29500132.04
5/28/2019,31861803,31528827,125356969.9,29390980,29142673,114776823,26413722,26148757,114007876.1,9510515,9170802,115818671.9,74486912,74127771,114029501.7,2840114,1317439,9735158.555,14445301,10258031,55409297.08,15587517,11021044,54538383.25,88095,33300,1082438.341,3285316,2035851,29232043.57
5/29/2019,31753029,31420054,124369528.6,29254538,29006231,114096800,26272037,26007072,113163776.7,9267348,8927634,114732844.7,74010206,73651065,113171892.8,2830483,1307808,9646737.531,14377109,10189839,55032885.46,15501231,10934758,54169564.23,85774,30979,1071826.886,3299462,2049998,29028848.33
5/30/2019,32187477,31854501,124538971.2,29555793,29307486,114088111,26621230,26356265,113128887.4,9700023,9360310,114540581.6,74229357,73870216,113206364.5,2869368,1346693,9661845.573,14522812,10335542,55048274.94,15664375,11097902,54166240.82,90003,35208,1069916.525,3253864,2004400,29000176.08
5/31/2019,31888139,31555163,122561590.9,29633293,29384986,112600395.5,26557448,26292483,111527077.7,9854805,9515092,112463162.5,74222688,73863547,112262303.9,2842708,1320033,9484677.263,14533288,10346018,54244265.07,15642903,11076430,53348165.71,91580,36785,1049544.519,3164572,1915108,28590105.02
6/1/2019,31888139,31555163,122561590.9,29633293,29384986,112600395.5,26557448,26292483,111527077.7,9854805,9515092,112463162.5,74222688,73863547,112262303.9,2842708,1320033,9484677.263,14533288,10346018,54244265.07,15642903,11076430,53348165.71,91580,36785,1049544.519,3164572,1915108,28590105.02
6/2/2019,31888139,31555163,122561590.9,29633293,29384986,112600395.5,26557448,26292483,111527077.7,9854805,9515092,112463162.5,74222688,73863547,112262303.9,2842708,1320033,9484677.263,14533288,10346018,54244265.07,15642903,11076430,53348165.71,91580,36785,1049544.519,3164572,1915108,28590105.02
6/3/2019,31778515,31445539,123375774.6,29613860,29365553,113486856.3,26390516,26125551,112170038.6,9321709,8981996,113009063.5,74958067,74598926,113322544.5,2832915,1310240,9557656.868,14504559,10317289,54668990.31,15607113,11040640,53785125.41,86415,31620,1054985.741,3153172,1903707,28774983.67
6/4/2019,31850244,31517268,126357865.5,29879861,29631554,116304330.9,26574465,26309500,114782765.2,9572380,9232667,116257328.4,75485523,75126382,115333620.7,2839071,1316396,9824897.653,14622672,10435402,56142500.22,15753172,11186699,55254579.36,88775,33979,1086836.358,3346446,2096982,29463088.81
6/5/2019,32491342,32158366,126210889.7,30544546,30296239,116750060.8,27108648,26843683,114782757.2,10882439,10542726,115839433.1,76231732,75872591,115730832.2,2896413,1373738,9811652.896,14943125,10755854,56324511.53,16100968,11534495,55430940.25,101599,46804,1082681.076,3351350,2101885,29476844.65
6/6/2019,32645293,32312317,125870489.5,30823398,30575091,116823964.5,27288220,27023255,114661596.6,11545028,11205315,115738653.5,76581681,76222540,116058310.3,2910178,1387503,9781130.639,15083140,10895869,56382644.48,16246942,11680469,55432160,108072,53277,1081668.309,3339870,2090405,29475300.83
6/7/2019,32834203,32501227,126826687.9,30963848,30715542,117823240.5,27443677,27178712,115546210.4,11742710,11402997,116732907.8,76831269,76472128,116958498.3,2926980,1404306,9866827.044,15144341,10957071,56894472.64,16353677,11787204,55930498.49,109980,55185,1091419.008,3357780,2108315,29691233.23
6/8/2019,32834203,32501227,126826687.9,30963848,30715542,117823240.5,27443677,27178712,115546210.4,11742710,11402997,116732907.8,76831269,76472128,116958498.3,2926980,1404306,9866827.044,15144341,10957071,56894472.64,16353677,11787204,55930498.49,109980,55185,1091419.008,3357780,2108315,29691233.23
6/9/2019,32834203,32501227,126826687.9,30963848,30715542,117823240.5,27443677,27178712,115546210.4,11742710,11402997,116732907.8,76831269,76472128,116958498.3,2926980,1404306,9866827.044,15144341,10957071,56894472.64,16353677,11787204,55930498.49,109980,55185,1091419.008,3357780,2108315,29691233.23
6/10/2019,32651854,32318878,127254335.7,30946222,30697916,118459686.2,27509409,27244444,116166649.2,11844114,11504401,117243007,76645277,76286137,117421549.3,2910519,1387844,9905127.161,15109387,10922116,57217107.69,16359988,11793515,56221057.96,110931,56136,1096398.69,3448334,2198869,29868535.1
6/11/2019,32617210,32284234,126776691.7,30931351,30683044,118252533.9,27473031,27208066,115880073.2,11832056,11492342,116720464.8,76764536,76405395,117367654.3,2907438,1384763,9862372.484,15093537,10906266,57087568.95,16357984,11791511,56132536.09,110830,56035,1091279.271,3461653,2212189,29821780.83
6/12/2019,32856474,32523498,126627157.5,31129951,30881644,118072517.1,27761242,27496277,115716059,12746770,12407057,116316935.2,77033751,76674611,117404649.2,2928866,1406192,9848945.992,15174246,10986976,56987061.8,16441615,11875142,56078023.94,119799,65004,1087290.966,3469031,2219566,29786320.12
6/13/2019,33107425,32774449,127845470.3,31211189,30962882,118858326.4,27891142,27626177,116702028.7,12597373,12257659,117484162.4,77233142,76874001,118136267.9,2951250,1428576,9958064.478,15265736,11078466,57455124.2,16529672,11963199,56531734.63,118275,63480,1098715.936,3497651,2248187,30012290.13
6/14/2019,33391524,33058548,126942610.7,31473516,31225209,117981976.9,28155275,27890310,115840654.1,13110982,12771269,116018594.2,77299709,76940568,117435263.5,2976781,1454106,9877117.51,15359495,11172225,56967942.78,16682026,12115553,56075764.5,123362,68567,1084340.724,3485472,2236007,29823000.66
6/15/2019,33391524,33058548,126942610.7,31473516,31225209,117981976.9,28155275,27890310,115840654.1,13110982,12771269,116018594.2,77299709,76940568,117435263.5,2976781,1454106,9877117.51,15359495,11172225,56967942.78,16682026,12115553,56075764.5,123362,68567,1084340.724,3485472,2236007,29823000.66
