date,mv_gross_nav_no_trading_cost,mv_net_nav_no_trading_cost,mv_no_trading_cost,mv_constraints_gross_no_trading_cost,mv_constraints_net_no_trading_cost,mv__no_trading_cost,mi_constraints_gross_no_trading_cost,mi_constraints_net_no_trading_cost,mi_no_trading_cost,ew_gross_nav_no_trading_cost,ew_net_nav_no_trading_cost,ew_no_trading_cost,capm_constraints_gross_no_trading_cost,capm_constraints_net_no_trading_cost,capm_no_trading_cost,mv_gross_nav,mv_net_nav,mv,mv_constraints_gross,mv_constraints_net,mv_,mi_constraints_gross,mi_constraints_net,mi,ew_gross_nav,ew_net_nav,ew,capm_constraints_gross,capm_constraints_net,capm
6/16/2019,33391524,33058548,126942610.7,31473516,31225209,117981976.9,28155275,27890310,115840654.1,13110982,12771269,116018594.2,77299709,76940568,117435263.5,2976781,1454106,9877117.51,15359495,11172225,56967942.78,16682026,12115553,56075764.5,123362,68567,1084340.724,3485472,2236007,29823000.66
6/17/2019,33256308,32923332,126933026.3,31493514,31245207,117874612,28126669,27861704,115788329.8,12641808,12302095,116394505.6,77284904,76925763,117446678.8,2964696,1442021,9876302.341,15394324,11207053,56951950,16670226,12103753,56065090.02,118761,63966,1088050.166,3451906,2202441,29787019.06
6/18/2019,33133277,32800301,128249232,31467001,31218695,119267939.3,28140853,27875888,117066204.9,12534576,12194863,117822450.8,77273839,76914698,118556377.4,2953522,1430847,9994217.371,15405515,11218244,57686478.81,16652316,12085843,56770235.77,117653,62858,1102040.686,3568136,2318671,30138492.56
6/19/2019,33398350,33065374,128412307.3,31732717,31484411,119517302.8,28363598,28098633,117286156.9,13005807,12666093,118030977.6,77537988,77178847,118706049.4,2977218,1454543,10008846.86,15536376,11349106,57827127.91,16804316,12237843,56908614.84,122243,67448,1104050.981,3577827,2328362,30199576.88
6/20/2019,33633542,33300566,129118292.6,31884503,31636197,120484109,28503368,28238403,117903900.7,12971934,12632221,118824110.4,77884681,77525540,119485185,2998158,1475483,10072046.16,15635855,11448585,58300077.21,16905319,12338846,57337370.65,121843,67048,1111791.891,3627946,2378481,30373805.45
6/21/2019,33610329,33277354,128655315.9,31731498,31483192,119766187.2,28439466,28174501,117336539.8,12596269,12256556,118160035.2,77929748,77570607,118771485.6,2996198,1473523,10030659.97,15589471,11402201,57925019.08,16806880,12240407,56969731.72,118214,63419,1105322.384,3586074,2336610,30209057.1
6/22/2019,33610329,33277354,128655315.9,31731498,31483192,119766187.2,28439466,28174501,117336539.8,12596269,12256556,118160035.2,77929748,77570607,118771485.6,2996198,1473523,10030659.97,15589471,11402201,57925019.08,16806880,12240407,56969731.72,118214,63419,1105322.384,3586074,2336610,30209057.1
6/23/2019,33610329,33277354,128655315.9,31731498,31483192,119766187.2,28439466,28174501,117336539.8,12596269,12256556,118160035.2,77929748,77570607,118771485.6,2996198,1473523,10030659.97,15589471,11402201,57925019.08,16806880,12240407,56969731.72,118214,63419,1105322.384,3586074,2336610,30209057.1
6/24/2019,33502114,33169138,127584832.4,31858131,31609825,118936686.9,28394110,28129145,116480709.9,12731568,12391855,117145765.9,77810331,77451190,118102393.8,2986561,1463887,9934711.786,15640879,11453608,57449579.26,16863020,12296547,56468931.05,119568,64773,1095357.074,3512726,2263261,29991730.01
6/25/2019,33193349,32860373,126875347.8,31561836,31313530,118230690.2,28144322,27879357,115863977.9,12737264,12397551,116408965.4,77459133,77099992,117550254.8,2959043,1436368,9871205.008,15508872,11321602,57112880.19,16723863,12157390,56158267.71,119679,64884,1088163.757,3513585,2264120,29860876.48
6/26/2019,32892855,32559880,127132912.7,31130323,30882017,118332830.9,27894755,27629790,116057665.3,12546030,12206317,117128057.7,76370760,76011619,117214786.3,2932176,1409502,9894340.845,15298308,11111038,57184007.58,16489617,11923144,56239849,117797,63002,1095241.009,3535955,2286490,29867948.68
6/27/2019,33092115,32759139,128750511,31338466,31090159,119514675.5,28142844,27877879,117402591.9,12916171,12576458,118487008,76758541,76399400,118254371.9,2949878,1427203,10039237.43,15367539,11180269,57830335.79,16569893,12003420,56938166.98,121381,66585,1108558.679,3604242,2354778,30254204.2
6/28/2019,26018187.2,25639733.15,130030335.4,23751350.02,23484569.01,120520671.2,18133934.25,17847793.69,118674836.1,-245926.93,-616595.8504,119911157.8,72868941.55,72605925.57,119104003.5,2010691.544,816607.9208,8970117.735,10212263.47,6068144.893,54334399.17,11187106.41,6313213.666,52706634.22,-9306.653,-63753.83671,1073940.095,4089471.283,1326689.284,27891973.33
6/29/2019,26018187.2,25639733.15,130030335.4,23751350.02,23484569.01,120520671.2,18133934.25,17847793.69,118674836.1,-245926.93,-616595.8504,119911157.8,72868941.55,72605925.57,119104003.5,2010691.544,816607.9208,8970117.735,10212263.47,6068144.893,54334399.17,11187106.41,6313213.666,52706634.22,-9306.653,-63753.83671,1073940.095,4089471.283,1326689.284,27891973.33
6/30/2019,26018187.2,25639733.15,130030335.4,23751350.02,23484569.01,120520671.2,18133934.25,17847793.69,118674836.1,-245926.93,-616595.8504,119911157.8,72868941.55,72605925.57,119104003.5,2010691.544,816607.9208,8970117.735,10212263.47,6068144.893,54334399.17,11187106.41,6313213.666,52706634.22,-9306.653,-63753.83671,1073940.095,4089471.283,1326689.284,27891973.33
7/1/2019,25965051,25586597,130391520.2,24011983,23745202,121111854.6,18189336,17903195,118978088.6,148958,-221711,120053346.2,72871960,72608944,119499343.4,2006488,812404,8998298.47,10303216,6159097,54601806.55,11262742,6388850,52893905.93,-5640,-60087,1075285.066,4126245,1363463,27960304.61
7/2/2019,26094467,25716013,129469446,24145588,23878807,120650676.3,18245670,17959529,118296226.8,363182,-7487,118924850.9,73046795,72783779,119350670.6,2016596,822512,8926340.746,10359709,6215590,54321689.43,11309144,6435251,52611367.9,-3613,-58060,1064714.858,4041779,1278997,27807592.07
7/3/2019,26061100,25682646,130113462.5,24327360,24060579,121579502.2,18307446,18021306,118987881.1,117927,-252742,119338712.9,73133002,72869986,120030373,2013942,819858,8976487.1,10409645,6265527,54729812.65,11350163,6476271,52980536.82,-5880,-60328,1068552.92,4087403,1324621,28002220.49
7/4/2019,26061100,25682646,130113462.5,24327360,24060579,121579502.2,18307446,18021306,118987881.1,117927,-252742,119338712.9,73133002,72869986,120030373,2013942,819858,8976487.1,10409645,6265527,54729812.65,11350163,6476271,52980536.82,-5880,-60328,1068552.92,4087403,1324621,28002220.49
7/5/2019,25903463,25525009,130262576.8,24184997,23918216,121535590.5,18255190,17969049,119180859.7,-129465,-500134,119544047.5,73277072,73014056,119959781.7,2001657,807574,8988214.641,10348366,6204248,54742725.6,11282194,6408301,53011162.45,-8244,-62691,1070529.485,4116943,1354161,28040631.25
7/6/2019,25903463,25525009,130262576.8,24184997,23918216,121535590.5,18255190,17969049,119180859.7,-129465,-500134,119544047.5,73277072,73014056,119959781.7,2001657,807574,8988214.641,10348366,6204248,54742725.6,11282194,6408301,53011162.45,-8244,-62691,1070529.485,4116943,1354161,28040631.25
7/7/2019,25903463,25525009,130262576.8,24184997,23918216,121535590.5,18255190,17969049,119180859.7,-129465,-500134,119544047.5,73277072,73014056,119959781.7,2001657,807574,8988214.641,10348366,6204248,54742725.6,11282194,6408301,53011162.45,-8244,-62691,1070529.485,4116943,1354161,28040631.25
7/8/2019,25797606,25419152,129200089.8,24009801,23743020,120555084.5,18030410,17744269,118240182.3,-369810,-740479,118512580.2,73210680,72947664,119160184.5,1993494,799410,8905411.114,10276015,6131896,54263529.78,11226561,6352669,52535534.43,-10477,-64924,1060894.393,4030224,1267442,27793571.88
7/9/2019,25736627,25358173,128986777.2,24017228,23750447,120435590.8,18004786,17718645,118105029.4,-380228,-750897,118275651.2,73075067,72812051,119205716.5,1988818,794735,8888667.254,10294461,6150343,54203419.68,11217160,6343267,52490595.41,-10479,-64926,1058584.187,4020059,1257277,27760425.55
7/10/2019,25576863,25198409,129219194.9,24058555,23791774,120642233.5,17895464,17609323,118214292.6,-872795,-1243464,118534175.9,73748309,73485293,119580411.4,1976262,782178,8906734.503,10292155,6148036,54301576.19,11194179,6320286,52572938.26,-15095,-69542,1061026.291,3979616,1216834,27781369.86
7/11/2019,25829648,25451194,129079505.1,24203820,23937039,120509077.7,18023028,17736888,118203824.4,-701872,-1072541,118251578.1,73504311,73241295,119081996.2,1995960,801877,8895769.373,10374892,6230773,54219828.14,11262532,6388639,52487715.72,-13467,-67914,1058333.244,4015340,1252558,27730648.32
7/12/2019,25808228,25429773,130181278.3,24314940,24048159,121677791.4,18005654,17719514,119132900.6,-324628,-695297,119263126.9,73829014,73565998,119869264.8,1994176,800092,8981643.078,10417591,6273472,54797364.92,11326794,6452901,53044587.58,-9958,-64405,1067768.405,4157810,1395028,27944191.65
7/13/2019,25808228,25429773,130181278.3,24314940,24048159,121677791.4,18005654,17719514,119132900.6,-324628,-695297,119263126.9,73829014,73565998,119869264.8,1994176,800092,8981643.078,10417591,6273472,54797364.92,11326794,6452901,53044587.58,-9958,-64405,1067768.405,4157810,1395028,27944191.65
7/14/2019,25808228,25429773,130181278.3,24314940,24048159,121677791.4,18005654,17719514,119132900.6,-324628,-695297,119263126.9,73829014,73565998,119869264.8,1994176,800092,8981643.078,10417591,6273472,54797364.92,11326794,6452901,53044587.58,-9958,-64405,1067768.405,4157810,1395028,27944191.65
7/15/2019,25783484,25405030,129709899.9,24290152,24023371,121278375.5,17987925,17701784,118651761.9,-248574,-619242,118884772.8,73766621,73503605,119578551.8,1992305,798222,8944951.927,10418878,6274759,54552782.35,11315167,6441274,52852483.21,-9264,-63711,1064256.199,4094957,1332175,27813349.67
7/16/2019,25935118,25556664,129718276.8,24423170,24156389,121310016.4,18111065,17824925,118700888,256547,-114122,118612995.5,73602519,73339503,119452226.8,2004047,809964,8945605.915,10486947,6342829,54575662.23,11388884,6514991,52884133.56,-4593,-59040,1061747.675,4115236,1352454,27822056.48
7/17/2019,26039873,25661418,128692755.1,24365336,24098555,120246853.6,18062917,17776776,117778433.2,408841,38172,117586111.5,73083795,72820779,118569216.7,2012299,818215,8865615.867,10464812,6320693,54070026.03,11421004,6547111,52393638.21,-3126,-57573,1052115.847,4052209,1289427,27583691.91
7/18/2019,25982632,25604178,128935811,24286240,24019459,120535689.2,18060513,17774372,117955005.9,332415,-38254,117415245,73005732,72742716,118456065.5,2007814,813731,8884586.927,10438406,6294287,54168020.05,11347721,6473828,52539461.44,-3864,-58311,1050538.356,4094533,1331751,27627806.83
7/19/2019,25564969,25186515,128780139.5,23998974,23732193,120297185.8,17857742,17571601,117765690.5,113432,-257237,117594603.5,72571108,72308092,117892046.8,1975241,781157,8872518.705,10289251,6145132,54069630,11184186,6310293,52417357.49,-5948,-60395,1052256.595,4136614,1373832,27547147.1
7/20/2019,25564969,25186515,128780139.5,23998974,23732193,120297185.8,17857742,17571601,117765690.5,113432,-257237,117594603.5,72571108,72308092,117892046.8,1975241,781157,8872518.705,10289251,6145132,54069630,11184186,6310293,52417357.49,-5948,-60395,1052256.595,4136614,1373832,27547147.1
7/21/2019,25564969,25186515,128780139.5,23998974,23732193,120297185.8,17857742,17571601,117765690.5,113432,-257237,117594603.5,72571108,72308092,117892046.8,1975241,781157,8872518.705,10289251,6145132,54069630,11184186,6310293,52417357.49,-5948,-60395,1052256.595,4136614,1373832,27547147.1
7/22/2019,25489947,25111493,128699658.1,23993173,23726392,120289121.3,17826832,17540692,117713497.9,-195515,-566184,117199097.6,72774321,72511305,117959673.3,1969434,775350,8866229.271,10296706,6152587,54043536.81,11176038,6302145,52370704.31,-8803,-63250,1048528.572,4135666,1372884,27533293.03
7/23/2019,25678412,25299958,129610037.1,23976402,23709621,121372921.6,17795540,17509400,118625731.8,151189,-219480,118202970.6,73177829,72914813,118871062,1984163,790079,8937330.696,10287684,6143566,54575960.64,11198567,6324674,52878276.6,-5596,-60043,1057912.495,4216342,1453560,27768085.47
7/24/2019,25675208,25296753,130950347.6,23870050,23603269,122790198.6,17719269,17433129,119970468.1,382251,11583,119637801.3,73187571,72924555,119899408.1,1983801,789717,9041850.94,10261374,6117256,55307656.8,11179867,6305974,53585058.93,-3509,-57956,1071355.843,4361427,1598645,28108242.14
7/25/2019,25616389,25237935,129754846.4,23946347,23679566,121773512.7,17689602,17403461,119004920.6,349936,-20733,118306686.6,72873863,72610847,118735413.6,1979261,785177,8948615.157,10285087,6140968,54828781.37,11193625,6319732,53085714.3,-3781,-58228,1058903.24,4313759,1550977,27849979.57
7/26/2019,25726638,25348184,130814367,23957496,23690715,122679323.3,17851312,17565171,119989512.8,235067,-135602,119064086.7,73154109,72891093,119423942.8,1987879,793796,9031249.596,10282365,6138247,55288648.56,11165095,6291202,53592627.21,-4861,-59308,1065973.235,4367596,1604814,28096385.45
7/27/2019,25726638,25348184,130814367,23957496,23690715,122679323.3,17851312,17565171,119989512.8,235067,-135602,119064086.7,73154109,72891093,119423942.8,1987879,793796,9031249.596,10282365,6138247,55288648.56,11165095,6291202,53592627.21,-4861,-59308,1065973.235,4367596,1604814,28096385.45
7/28/2019,25726638,25348184,130814367,23957496,23690715,122679323.3,17851312,17565171,119989512.8,235067,-135602,119064086.7,73154109,72891093,119423942.8,1987879,793796,9031249.596,10282365,6138247,55288648.56,11165095,6291202,53592627.21,-4861,-59308,1065973.235,4367596,1604814,28096385.45
7/29/2019,25713629,25335175,130153827.1,23859170,23592389,122274075.4,17784297,17498156,119453000.5,502154,131485,118348906.6,72886838,72623822,119444389.2,1986900,792816,8979745.003,10242629,6098510,55060469.56,11121295,6247402,53399685.79,-2355,-56803,1059282.771,4299701,1536919,27955675.15
7/30/2019,25813539,25435085,131678035.9,23724194,23457413,123038760.8,17869715,17583574,120500296.4,352093,-18576,120310771.6,73498798,73235782,120508891,1994664,800580,9098541.917,10210284,6066165,55492700.58,11159554,6285661,53901407.25,-3745,-58193,1077586.468,4348629,1585847,28225715.36
7/31/2019,25839496,25461042,131100402,23596462,23329681,122155905.3,17942100,17655960,119875551,291526,-79142,119874100,73506728,73243712,119765586.9,1996662,802579,9053466.947,10176439,6032321,55067900.8,11109763,6235870,53567659.46,-4323,-58771,1073539.392,4335349,1572567,28058805.56
8/1/2019,25439123,25060669,129094290.6,23357241,23090459,120569102,17570417,17284277,118188279.9,-457004,-827673,117567690.3,73480944,73217928,118711978.5,1965567,771483,8896947,10063535,5919416,54254626.76,10940280,6066387,52763632.32,-11206,-65653,1051901.659,4135561,1372779,27619861.79
8/2/2019,25616549,25238095,127640092.4,23206172,22939391,119312900.3,17638425,17352284,116993152.2,-356568,-727237,116076180.4,72775438,72512422,117528844.6,1979631,785547,8783430.882,10001783,5857664,53654386.78,10899113,6025220,52144146.82,-10084,-64531,1037805.801,4019216,1256434,27342308.56
8/3/2019,25616549,25238095,127640092.4,23206172,22939391,119312900.3,17638425,17352284,116993152.2,-356568,-727237,116076180.4,72775438,72512422,117528844.6,1979631,785547,8783430.882,10001783,5857664,53654386.78,10899113,6025220,52144146.82,-10084,-64531,1037805.801,4019216,1256434,27342308.56
8/4/2019,25616549,25238095,127640092.4,23206172,22939391,119312900.3,17638425,17352284,116993152.2,-356568,-727237,116076180.4,72775438,72512422,117528844.6,1979631,785547,8783430.882,10001783,5857664,53654386.78,10899113,6025220,52144146.82,-10084,-64531,1037805.801,4019216,1256434,27342308.56
8/5/2019,25515697,25137243,124097562.9,22669200,22402419,115865562.3,17473616,17187475,113847928,-126748,-497417,112479799.4,71047109,70784093,114272701.9,1972184,778100,8507314.174,9785808,5641689,52010742.83,10665131,5791239,50531683.81,-7784,-62231,1004127.225,3815133,1052351,26532616.74
8/6/2019,25870699,25492245,125198842.3,23015059,22748278,117209547.8,17621721,17335581,115077086,239414,-131255,113411135.9,71869783,71606767,114929986.6,1999588,805504,8593146.948,9916188,5772069,52624329.36,10791648,5917755,51063577.05,-4474,-58921,1012886.201,3893119,1130337,26819099.98
8/7/2019,25765081,25386627,125328055.1,22969340,22702559,117515435.3,17528733,17242593,115137558.2,32730,-337939,113819776,71766129,71503113,115694051.1,1991179,797095,8603182.81,9879447,5735329,52701505.12,10718280,5844388,51216624.35,-6487,-60934,1016779.586,3836774,1073992,26842149.79
8/8/2019,25897846,25519392,127456843.8,23520920,23254139,119884527.4,17628101,17341960,117185432.4,41391,-329278,115766787.3,72771466,72508450,117676735.4,2001316,807233,8769026.753,10102870,5958751,53867220.46,10928295,6054402,52275535.53,-6432,-60879,1034937.189,4017575,1254793,27376755.02
8/9/2019,26387041,26008587,125731299,23740331,23473550,118521328.2,17798650,17512510,115909462.9,25327,-345341,113995982,72579093,72316077,116683130,2039558,845474,8634490.333,10199355,6055237,53194801.49,11040865,6166972,51574664.35,-6547,-60994,1018375.881,3953831,1191049,27076127.66
8/10/2019,26387041,26008587,125731299,23740331,23473550,118521328.2,17798650,17512510,115909462.9,25327,-345341,113995982,72579093,72316077,116683130,2039558,845474,8634490.333,10199355,6055237,53194801.49,11040865,6166972,51574664.35,-6547,-60994,1018375.881,3953831,1191049,27076127.66
8/11/2019,26387041,26008587,125731299,23740331,23473550,118521328.2,17798650,17512510,115909462.9,25327,-345341,113995982,72579093,72316077,116683130,2039558,845474,8634490.333,10199355,6055237,53194801.49,11040865,6166972,51574664.35,-6547,-60994,1018375.881,3953831,1191049,27076127.66
